time	V(n001)	V(n002)
5.520184381606623e-003	2.497714e-002	2.958904e-011
5.529950006606623e-003	5.127815e-002	6.337834e-011
5.539715631606623e-003	8.661970e-002	1.403662e-010
5.549481256606622e-003	1.306650e-001	4.963449e-010
5.559246881606622e-003	1.829943e-001	3.695081e-009
5.569012506606622e-003	2.431090e-001	4.711988e-008
5.578778131606622e-003	3.104363e-001	7.946703e-007
5.588543756606622e-003	3.843345e-001	1.693220e-005
5.598309381606621e-003	4.640995e-001	4.202754e-004
5.608075006606621e-003	5.489712e-001	6.313723e-003
5.617840631606621e-003	6.381408e-001	3.169613e-002
5.627606256606621e-003	7.307587e-001	8.576154e-002
5.637371881606621e-003	8.259422e-001	1.608115e-001
5.647137506606620e-003	9.227842e-001	2.454257e-001
5.656903131606620e-003	1.020362e+000	3.343184e-001
5.686200006606620e-003	1.308230e+000	6.058474e-001
5.705731256606619e-003	1.486994e+000	7.776530e-001
5.715496881606619e-003	1.569832e+000	8.577324e-001
5.725262506606619e-003	1.647239e+000	9.327657e-001
5.735028131606619e-003	1.718479e+000	1.001968e+000
5.744793756606618e-003	1.782873e+000	1.064625e+000
5.754559381606618e-003	1.839806e+000	1.120098e+000
5.764325006606618e-003	1.888737e+000	1.167823e+000
5.774090631606618e-003	1.929199e+000	1.207321e+000
5.783856256606617e-003	1.960806e+000	1.238194e+000
5.793621881606617e-003	1.983258e+000	1.260134e+000
5.803387506606617e-003	1.996339e+000	1.272922e+000
5.813153131606617e-003	1.999927e+000	1.276429e+000
5.822918756606617e-003	1.993986e+000	1.270621e+000
5.832684381606616e-003	1.978574e+000	1.255557e+000
5.842450006606616e-003	1.953836e+000	1.231385e+000
5.852215631606616e-003	1.920009e+000	1.198348e+000
5.861981256606616e-003	1.877415e+000	1.156777e+000
5.871746881606616e-003	1.826461e+000	1.107089e+000
5.881512506606615e-003	1.767630e+000	1.049786e+000
5.891278131606615e-003	1.701485e+000	9.854488e-001
5.901043756606615e-003	1.628655e+000	9.147367e-001
5.910809381606615e-003	1.549835e+000	8.383814e-001
5.920575006606615e-003	1.465775e+000	7.571852e-001
5.940106256606614e-003	1.285183e+000	5.838369e-001
5.969403131606614e-003	9.962291e-001	3.121597e-001
5.979168756606613e-003	8.987467e-001	2.239725e-001
5.988934381606613e-003	8.022291e-001	1.410228e-001
5.998700006606613e-003	7.075961e-001	6.994534e-002
6.008465631606613e-003	6.157495e-001	2.274296e-002
6.018231256606612e-003	5.275644e-001	3.641706e-003
6.027996881606612e-003	4.438813e-001	1.900724e-004
6.037762506606612e-003	3.654975e-001	7.796063e-006
6.047528131606612e-003	2.931600e-001	3.864336e-007
6.057293756606612e-003	2.275581e-001	2.452199e-008
6.067059381606611e-003	1.693170e-001	2.138712e-009
6.076825006606611e-003	1.189915e-001	3.409614e-010
6.086590631606611e-003	7.706133e-002	1.129127e-010
6.096356256606611e-003	4.392599e-002	5.303221e-011
6.106121881606611e-003	1.990124e-002	2.385536e-011
6.115887506606610e-003	5.216007e-003	7.916091e-012
6.125653131606610e-003	1.023974e-005	2.422135e-012
6.135362249680238e-003	4.281151e-003	6.910428e-012
6.145127874680238e-003	1.803772e-002	2.177181e-011
6.154893499680238e-003	4.115156e-002	4.929797e-011
6.164659124680238e-003	7.340243e-002	1.038208e-010
6.174424749680238e-003	1.144830e-001	2.952192e-010
6.184190374680237e-003	1.640018e-001	1.714511e-009
6.193955999680237e-003	2.214870e-001	1.896908e-008
6.203721624680237e-003	2.863908e-001	2.911503e-007
6.213487249680237e-003	3.580946e-001	5.742962e-006
6.223252874680237e-003	4.359153e-001	1.382341e-004
6.233018499680236e-003	5.191113e-001	2.853962e-003
6.242784124680236e-003	6.068897e-001	1.970756e-002
6.252549749680236e-003	6.984141e-001	6.406307e-002
6.262315374680236e-003	7.928123e-001	1.333369e-001
6.272080999680236e-003	8.891850e-001	2.154739e-001
6.281846624680235e-003	9.866136e-001	3.032137e-001
6.311143499680235e-003	1.275954e+000	5.750164e-001
6.330674749680234e-003	1.457245e+000	7.489573e-001
6.340440374680234e-003	1.541778e+000	8.305854e-001
6.350205999680234e-003	1.621148e+000	9.074550e-001
6.359971624680234e-003	1.694600e+000	9.787568e-001
6.369737249680233e-003	1.761432e+000	1.043752e+000
6.379502874680233e-003	1.821009e+000	1.101775e+000
6.389268499680233e-003	1.872762e+000	1.152237e+000
6.399034124680233e-003	1.916198e+000	1.194627e+000
6.408799749680233e-003	1.950904e+000	1.228521e+000
6.418565374680232e-003	1.976549e+000	1.253577e+000
6.428330999680232e-003	1.992887e+000	1.269547e+000
6.438096624680232e-003	1.999765e+000	1.276270e+000
6.447862249680232e-003	1.997115e+000	1.273680e+000
6.457627874680232e-003	1.984964e+000	1.261802e+000
6.467393499680231e-003	1.963427e+000	1.240755e+000
6.477159124680231e-003	1.932709e+000	1.210749e+000
6.486924749680231e-003	1.893104e+000	1.172085e+000
6.496690374680231e-003	1.844988e+000	1.125150e+000
6.506455999680231e-003	1.788819e+000	1.070416e+000
6.516221624680230e-003	1.725134e+000	1.008440e+000
6.525987249680230e-003	1.654539e+000	9.398519e-001
6.535752874680230e-003	1.577707e+000	8.653597e-001
6.545518499680230e-003	1.495370e+000	7.857414e-001
6.565049749680229e-003	1.317364e+000	6.145930e-001
6.594346624680229e-003	1.029975e+000	3.432817e-001
6.604112249680228e-003	9.323749e-001	2.540210e-001
6.613877874680228e-003	8.354192e-001	1.687613e-001
6.623643499680228e-003	7.400318e-001	9.240276e-002
6.633409124680228e-003	6.471217e-001	3.578186e-002
6.643174749680228e-003	5.575742e-001	7.687623e-003
6.652940374680227e-003	4.722427e-001	5.735423e-004
6.662705999680227e-003	3.919403e-001	2.313633e-005
6.672471624680227e-003	3.174322e-001	1.063502e-006
6.682237249680227e-003	2.494283e-001	6.155248e-008
6.692002874680227e-003	1.885768e-001	4.696922e-009
6.701768499680226e-003	1.354575e-001	5.900916e-010
6.711534124680226e-003	9.057657e-002	1.549080e-010
6.721299749680226e-003	5.436168e-002	6.815382e-011
6.731065374680226e-003	2.715793e-002	3.212737e-011
6.740830999680226e-003	9.224545e-003	1.218648e-011
6.750596624680225e-003	7.324292e-004	3.192759e-012
6.760362249680225e-003	1.762501e-003	4.271990e-012
6.770127874680225e-003	1.230494e-002	1.549796e-011
6.779893499680225e-003	3.225930e-002	3.814844e-011
6.789659124680225e-003	6.143541e-002	7.978042e-011
6.799424749680224e-003	9.955527e-002	1.938499e-010
6.809190374680224e-003	1.462556e-001	8.659095e-010
6.818955999680224e-003	2.010914e-001	7.827519e-009
6.828721624680224e-003	2.635402e-001	1.112546e-007
6.838487249680223e-003	3.330068e-001	2.031739e-006
6.848252874680223e-003	4.088292e-001	4.616038e-005
6.858018499680223e-003	4.902851e-001	1.110742e-003
6.867784124680223e-003	5.765981e-001	1.141908e-002
6.877549749680223e-003	6.669458e-001	4.573069e-002
6.887315374680222e-003	7.604672e-001	1.077073e-001
6.897080999680222e-003	8.562711e-001	1.867032e-001
6.906846624680222e-003	9.534447e-001	2.730884e-001
6.945909124680221e-003	1.337305e+000	6.336766e-001
6.965440374680221e-003	1.513592e+000	8.033379e-001
6.975205999680221e-003	1.594804e+000	8.819188e-001
6.984971624680220e-003	1.670348e+000	9.551991e-001
6.994737249680220e-003	1.739505e+000	1.022416e+000
7.004502874680220e-003	1.801614e+000	1.082878e+000
7.014268499680220e-003	1.856085e+000	1.135970e+000
7.024034124680220e-003	1.902398e+000	1.181156e+000
7.033799749680219e-003	1.940112e+000	1.217979e+000
7.043565374680219e-003	1.968868e+000	1.246071e+000
7.053330999680219e-003	1.988391e+000	1.265151e+000
7.063096624680219e-003	1.998495e+000	1.275029e+000
7.072862249680218e-003	1.999085e+000	1.275605e+000
7.082627874680218e-003	1.990154e+000	1.266875e+000
7.092393499680218e-003	1.971788e+000	1.248925e+000
7.102159124680218e-003	1.944161e+000	1.221934e+000
7.111924749680218e-003	1.907538e+000	1.186173e+000
7.121690374680217e-003	1.862266e+000	1.141999e+000
7.131455999680217e-003	1.808778e+000	1.089858e+000
7.141221624680217e-003	1.747583e+000	1.030275e+000
7.150987249680217e-003	1.679263e+000	9.638585e-001
7.160752874680217e-003	1.604472e+000	8.912889e-001
7.170518499680216e-003	1.523919e+000	8.133208e-001
7.180284124680216e-003	1.438375e+000	7.307791e-001
7.199815374680216e-003	1.255609e+000	5.556334e-001
7.229112249680215e-003	9.655154e-001	2.840569e-001
7.238877874680215e-003	8.682365e-001	1.970956e-001
7.248643499680215e-003	7.722133e-001	1.168504e-001
7.258409124680215e-003	6.783608e-001	5.203979e-002
7.268174749680214e-003	5.875731e-001	1.406015e-002
7.277940374680214e-003	5.007156e-001	1.592935e-003
7.287705999680214e-003	4.186158e-001	6.873420e-005
7.297471624680214e-003	3.420561e-001	2.956455e-006
7.307237249680213e-003	2.717661e-001	1.573349e-007
7.317002874680213e-003	2.084155e-001	1.074439e-008
7.326768499680213e-003	1.526081e-001	1.109419e-009
7.336534124680213e-003	1.048756e-001	2.248001e-010
7.346299749680213e-003	6.567288e-002	8.773581e-011
7.356065374680212e-003	3.537354e-002	4.198242e-011
7.365830999680212e-003	1.426629e-002	1.763589e-011
7.375596624680212e-003	2.552259e-003	5.103841e-012
7.385362249680212e-003	3.430730e-004	2.784197e-012
7.395127874680212e-003	7.659785e-003	1.050941e-011
7.404893499680211e-003	2.443267e-002	2.896508e-011
7.414659124680211e-003	5.050190e-002	6.223144e-011
7.424424749680211e-003	8.561905e-002	1.370862e-010
7.434190374680211e-003	1.294495e-001	4.762966e-010
7.443955999680211e-003	1.815756e-001	3.486027e-009
7.453721624680210e-003	2.415005e-001	4.403566e-008
7.463487249680210e-003	3.086534e-001	7.377586e-007
7.473252874680210e-003	3.823942e-001	1.563444e-005
7.483018499680210e-003	4.620202e-001	3.878330e-004
7.492784124680210e-003	5.467728e-001	5.991529e-003
7.502549749680209e-003	6.358442e-001	3.069566e-002
7.512315374680209e-003	7.283857e-001	8.408238e-002
7.522080999680209e-003	8.235155e-001	1.587653e-001
7.531846624680209e-003	9.203271e-001	2.432208e-001
7.541612249680208e-003	1.017898e+000	3.320400e-001
7.570909124680208e-003	1.305885e+000	6.036044e-001
7.590440374680207e-003	1.484840e+000	7.755739e-001
7.600205999680207e-003	1.567805e+000	8.557699e-001
7.609971624680207e-003	1.645359e+000	9.309406e-001
7.619737249680207e-003	1.716763e+000	1.000299e+000
7.629502874680207e-003	1.781337e+000	1.063130e+000
7.639268499680206e-003	1.838466e+000	1.118791e+000
7.649034124680206e-003	1.887604e+000	1.166718e+000
7.658799749680206e-003	1.928285e+000	1.206429e+000
7.668565374680206e-003	1.960120e+000	1.237524e+000
7.678330999680206e-003	1.982805e+000	1.259692e+000
7.688096624680205e-003	1.996126e+000	1.272713e+000
7.697862249680205e-003	1.999954e+000	1.276455e+000
7.707627874680205e-003	1.994253e+000	1.270882e+000
7.717393499680205e-003	1.979078e+000	1.256050e+000
7.727159124680205e-003	1.954574e+000	1.232105e+000
7.736924749680204e-003	1.920972e+000	1.199288e+000
7.746690374680204e-003	1.878595e+000	1.157928e+000
7.756455999680204e-003	1.827846e+000	1.108439e+000
7.766221624680204e-003	1.769208e+000	1.051321e+000
7.775987249680203e-003	1.703239e+000	9.871539e-001
7.785752874680203e-003	1.630570e+000	9.165941e-001
7.795518499680203e-003	1.551892e+000	8.403715e-001
7.805284124680203e-003	1.467955e+000	7.592871e-001
7.824815374680202e-003	1.287545e+000	5.860915e-001
7.854112249680202e-003	9.986938e-001	3.144246e-001
7.863877874680202e-003	9.011990e-001	2.261515e-001
7.873643499680201e-003	8.046457e-001	1.430138e-001
7.883409124680201e-003	7.099540e-001	7.149349e-002
7.893174749680201e-003	6.180261e-001	2.357020e-002
7.902940374680201e-003	5.297382e-001	3.867579e-003
7.912705999680201e-003	4.459314e-001	2.062173e-004
7.922471624680200e-003	3.674045e-001	8.434069e-006
7.932237249680200e-003	2.949057e-001	4.156767e-007
7.942002874680200e-003	2.291258e-001	2.619405e-008
7.951768499680200e-003	1.706917e-001	2.260308e-009
7.961534124680200e-003	1.201603e-001	3.537327e-010
7.971299749680199e-003	7.801293e-002	1.153624e-010
7.981065374680199e-003	4.465137e-002	5.401713e-011
7.990830999680199e-003	2.039349e-002	2.440629e-011
8.000596624680199e-003	5.470442e-003	8.185715e-012
8.010362249680198e-003	2.443114e-005	2.451144e-012
8.020127874680198e-003	4.107354e-003	6.740742e-012
8.029893499680198e-003	1.768030e-002	2.137582e-011
8.039659124680198e-003	4.061394e-002	4.859648e-011
8.049424749680198e-003	7.268973e-002	1.021961e-010
8.059190374680197e-003	1.136020e-001	2.875290e-010
8.068955999680197e-003	1.629609e-001	1.645353e-009
8.078721624680197e-003	2.202961e-001	1.804269e-008
8.088487249680197e-003	2.850612e-001	2.753947e-007
8.098252874680197e-003	3.566391e-001	5.407739e-006
8.108018499680196e-003	4.343477e-001	1.298010e-004
8.117784124680196e-003	5.174465e-001	2.715238e-003
8.127549749680196e-003	6.051437e-001	1.914288e-002
8.137315374680196e-003	6.966034e-001	6.293003e-002
8.147080999680196e-003	7.909543e-001	1.318289e-001
8.156846624680195e-003	8.872972e-001	2.138045e-001
8.166612249680195e-003	9.847141e-001	3.014696e-001
8.195909124680195e-003	1.274127e+000	5.732739e-001
8.215440374680194e-003	1.455554e+000	7.473279e-001
8.225205999680194e-003	1.540180e+000	8.290402e-001
8.234971624680194e-003	1.619658e+000	9.060103e-001
8.244737249680193e-003	1.693232e+000	9.774277e-001
8.254502874680193e-003	1.760199e+000	1.042552e+000
8.264268499680193e-003	1.819923e+000	1.100717e+000
8.274034124680193e-003	1.871833e+000	1.151331e+000
8.283799749680193e-003	1.915435e+000	1.193882e+000
8.293565374680192e-003	1.950315e+000	1.227945e+000
8.303330999680192e-003	1.976138e+000	1.253176e+000
8.313096624680192e-003	1.992660e+000	1.269324e+000
8.322862249680192e-003	1.999722e+000	1.276228e+000
8.332627874680192e-003	1.997258e+000	1.273819e+000
8.342393499680191e-003	1.985291e+000	1.262121e+000
8.352159124680191e-003	1.963935e+000	1.241251e+000
8.361924749680191e-003	1.933393e+000	1.211417e+000
8.371690374680191e-003	1.893957e+000	1.172917e+000
8.381455999680191e-003	1.846002e+000	1.126139e+000
8.391221624680190e-003	1.789986e+000	1.071552e+000
8.400987249680190e-003	1.726441e+000	1.009711e+000
8.410752874680190e-003	1.655974e+000	9.412448e-001
8.420518499680190e-003	1.579257e+000	8.668603e-001
8.430284124680190e-003	1.497019e+000	7.873338e-001
8.449815374680189e-003	1.319165e+000	6.163161e-001
8.488877874680188e-003	9.342703e-001	2.557298e-001
8.498643499680188e-003	8.372933e-001	1.703603e-001
8.508409124680188e-003	7.418666e-001	9.374662e-002
8.518174749680188e-003	6.488998e-001	3.662341e-002
8.527940374680187e-003	5.592787e-001	7.981919e-003
8.537705999680187e-003	4.738573e-001	6.095340e-004
8.547471624680187e-003	3.934495e-001	2.461303e-005
8.557237249680187e-003	3.188217e-001	1.126816e-006
8.567002874680187e-003	2.506850e-001	6.489341e-008
8.576768499680186e-003	1.896886e-001	4.918205e-009
8.586534124680186e-003	1.364138e-001	6.103442e-010
8.596299749680186e-003	9.136824e-002	1.579519e-010
8.606065374680186e-003	5.498119e-002	6.912648e-011
8.615830999680186e-003	2.759940e-002	3.264220e-011
8.625596624680185e-003	9.483764e-003	1.246440e-011
8.635362249680185e-003	8.069259e-004	3.270843e-012
8.645127874680185e-003	1.651565e-003	4.155534e-012
8.654893499680185e-003	1.200963e-002	1.517852e-011
8.664659124680185e-003	3.178243e-002	3.757434e-011
8.674424749680184e-003	6.078152e-002	7.863384e-011
8.684190374680184e-003	9.873059e-002	1.896989e-010
8.693955999680184e-003	1.452680e-001	8.347599e-010
8.703721624680184e-003	1.999503e-001	7.463213e-009
8.713487249680183e-003	2.622564e-001	1.054138e-007
8.723252874680183e-003	3.315926e-001	1.915896e-006
8.733018499680183e-003	4.072981e-001	4.336573e-005
8.742784124680183e-003	4.886516e-001	1.048850e-003
8.752549749680183e-003	5.748779e-001	1.104064e-002
8.762315374680182e-003	6.651552e-001	4.477890e-002
8.772080999680182e-003	7.586232e-001	1.062912e-001
8.781846624680182e-003	8.543915e-001	1.850730e-001
8.791612249680182e-003	9.515471e-001	2.713655e-001
8.830674749680181e-003	1.335516e+000	6.319628e-001
8.850205999680181e-003	1.511961e+000	8.017622e-001
8.859971624680180e-003	1.593276e+000	8.804381e-001
8.869737249680180e-003	1.668937e+000	9.538291e-001
8.879502874680180e-003	1.738225e+000	1.021171e+000
8.889268499680180e-003	1.800477e+000	1.081771e+000
8.899034124680180e-003	1.855102e+000	1.135012e+000
8.908799749680179e-003	1.901578e+000	1.180355e+000
8.918565374680179e-003	1.939463e+000	1.217345e+000
8.928330999680179e-003	1.968396e+000	1.245610e+000
8.938096624680179e-003	1.988100e+000	1.264868e+000
8.947862249680178e-003	1.998389e+000	1.274925e+000
8.957627874680178e-003	1.999164e+000	1.275683e+000
8.967393499680178e-003	1.990418e+000	1.267133e+000
8.977159124680178e-003	1.972234e+000	1.249361e+000
8.986924749680178e-003	1.944785e+000	1.222544e+000
8.996690374680177e-003	1.908334e+000	1.186950e+000
9.006455999680177e-003	1.863227e+000	1.142936e+000
9.016221624680177e-003	1.809894e+000	1.090945e+000
9.025987249680177e-003	1.748843e+000	1.031502e+000
9.035752874680177e-003	1.680656e+000	9.652115e-001
9.045518499680176e-003	1.605984e+000	8.927546e-001
9.055284124680176e-003	1.525537e+000	8.148839e-001
9.065049749680176e-003	1.440081e+000	7.324228e-001
9.084580999680176e-003	1.257445e+000	5.573825e-001
9.113877874680175e-003	9.674140e-001	2.857872e-001
9.123643499680175e-003	8.701199e-001	1.987412e-001
9.133409124680175e-003	7.740635e-001	1.183071e-001
9.143174749680174e-003	6.801600e-001	5.306992e-002
9.152940374680174e-003	5.893044e-001	1.451321e-002
9.162705999680174e-003	5.023624e-001	1.683011e-003
9.172471624680174e-003	4.201624e-001	7.318317e-005
9.182237249680173e-003	3.434879e-001	3.136130e-006
9.192002874680173e-003	2.730693e-001	1.661756e-007
9.201768499680173e-003	2.095777e-001	1.128134e-008
9.211534124680173e-003	1.536183e-001	1.153200e-009
9.221299749680173e-003	1.057241e-001	2.301701e-010
9.231065374680172e-003	6.635164e-002	8.905589e-011
9.240830999680172e-003	3.587608e-002	4.260651e-011
9.250596624680172e-003	1.458781e-002	1.798680e-011
9.260362249680172e-003	2.689696e-003	5.248490e-012
9.270127874680172e-003	2.951203e-004	2.734024e-012
9.279893499680171e-003	7.426899e-003	1.026121e-011
9.289659124680171e-003	2.401707e-002	2.849013e-011
9.299424749680171e-003	4.990755e-002	6.136187e-011
9.309190374680171e-003	8.485162e-002	1.346373e-010
9.318955999680171e-003	1.285163e-001	4.615624e-010
9.328721624680170e-003	1.804855e-001	3.333732e-009
9.338487249680170e-003	2.402639e-001	4.180241e-008
9.348252874680170e-003	3.072821e-001	6.967638e-007
9.358018499680170e-003	3.809012e-001	1.470367e-005
9.367784124680170e-003	4.604198e-001	3.644941e-004
9.377549749680169e-003	5.450802e-001	5.751238e-003
9.387315374680169e-003	6.340756e-001	2.993781e-002
9.397080999680169e-003	7.265580e-001	8.279771e-002
9.406846624680169e-003	8.216460e-001	1.571921e-001
9.416612249680169e-003	9.184336e-001	2.415232e-001
9.426377874680168e-003	1.015998e+000	3.302846e-001
9.455674749680168e-003	1.304076e+000	6.018748e-001
9.475205999680167e-003	1.483178e+000	7.739697e-001
9.484971624680167e-003	1.566240e+000	8.542552e-001
9.494737249680167e-003	1.643906e+000	9.295313e-001
9.504502874680167e-003	1.715437e+000	9.990098e-001
9.514268499680166e-003	1.780150e+000	1.061974e+000
9.524034124680166e-003	1.837429e+000	1.117780e+000
9.533799749680166e-003	1.886728e+000	1.165863e+000
9.543565374680166e-003	1.927577e+000	1.205737e+000
9.553330999680166e-003	1.959587e+000	1.237003e+000
9.563096624680165e-003	1.982453e+000	1.259348e+000
9.572862249680165e-003	1.995957e+000	1.272548e+000
9.582627874680165e-003	1.999970e+000	1.276471e+000
9.592393499680165e-003	1.994455e+000	1.271079e+000
9.602159124680165e-003	1.979463e+000	1.256426e+000
9.611924749680164e-003	1.955138e+000	1.232657e+000
9.621690374680164e-003	1.921711e+000	1.200010e+000
9.631455999680164e-003	1.879501e+000	1.158811e+000
9.641221624680164e-003	1.828910e+000	1.109476e+000
9.650987249680164e-003	1.770420e+000	1.052501e+000
9.660752874680163e-003	1.704589e+000	9.884654e-001
9.670518499680163e-003	1.632043e+000	9.180232e-001
9.680284124680163e-003	1.553475e+000	8.419034e-001
9.690049749680163e-003	1.469633e+000	7.609055e-001
9.709580999680162e-003	1.289364e+000	5.878285e-001
9.738877874680162e-003	1.000594e+000	3.161712e-001
9.748643499680161e-003	9.030896e-001	2.278330e-001
9.758409124680161e-003	8.065091e-001	1.445530e-001
9.768174749680161e-003	7.117725e-001	7.269748e-002
9.777940374680161e-003	6.197824e-001	2.422134e-002
9.787705999680161e-003	5.314156e-001	4.048604e-003
9.797471624680160e-003	4.475139e-001	2.195808e-004
9.807237249680160e-003	3.688769e-001	8.962000e-006
9.817002874680160e-003	2.962540e-001	4.397643e-007
9.826768499680160e-003	2.303373e-001	2.756401e-008
9.836534124680160e-003	1.717547e-001	2.359307e-009
9.846299749680159e-003	1.210647e-001	3.640292e-010
9.856065374680159e-003	7.875019e-002	1.173043e-010
9.865830999680159e-003	4.521441e-002	5.478754e-011
9.875596624680159e-003	2.077695e-002	2.483639e-011
9.885362249680159e-003	5.670667e-003	8.398022e-012
9.895127874680158e-003	3.951438e-005	2.466946e-012
9.904893499680158e-003	3.937151e-003	6.561069e-012
9.914659124680158e-003	1.732644e-002	2.098488e-011
9.924424749680158e-003	4.007978e-002	4.790353e-011
9.934190374680157e-003	7.198036e-002	1.006072e-010
9.943955999680157e-003	1.127242e-001	2.801216e-010
9.953721624680157e-003	1.619231e-001	1.579358e-009
9.963487249680157e-003	2.191081e-001	1.716374e-008
9.973252874680157e-003	2.837343e-001	2.605167e-007
9.983018499680156e-003	3.551860e-001	5.092487e-006
9.992784124680156e-003	4.327822e-001	6.489283e-005
1.000000000000000e-002	4.936344e-001	1.928863e-004
