time	V(n001)	V(n002)	V(n003)
3.842637530122904e-003	1.664828e+000	1.144471e+000	4.895505e-001
3.852403155122904e-003	1.734493e+000	1.143274e+000	4.891680e-001
3.862168780122903e-003	1.797160e+000	1.142210e+000	4.887832e-001
3.871934405122903e-003	1.852229e+000	1.141952e+000	4.883977e-001
3.881700030122903e-003	1.899179e+000	1.144680e+000	4.880194e-001
3.891465655122903e-003	1.937559e+000	1.153628e+000	4.876754e-001
3.901231280122903e-003	1.967005e+000	1.169589e+000	4.874384e-001
3.910996905122903e-003	1.987237e+000	1.188740e+000	4.874516e-001
3.920762530122903e-003	1.998061e+000	1.205763e+000	4.878952e-001
3.930528155122902e-003	1.999374e+000	1.217677e+000	4.888651e-001
3.940293780122902e-003	1.991165e+000	1.224179e+000	4.902661e-001
3.950059405122902e-003	1.973510e+000	1.226357e+000	4.918520e-001
3.959825030122902e-003	1.946578e+000	1.225747e+000	4.933779e-001
3.969590655122902e-003	1.910627e+000	1.223739e+000	4.947082e-001
3.979356280122901e-003	1.865997e+000	1.221259e+000	4.958131e-001
3.989121905122901e-003	1.813116e+000	1.218750e+000	4.967163e-001
3.998887530122901e-003	1.752486e+000	1.216350e+000	4.974533e-001
4.008653155122901e-003	1.684686e+000	1.214077e+000	4.980551e-001
4.018418780122901e-003	1.610361e+000	1.211915e+000	4.985459e-001
4.028184405122900e-003	1.530220e+000	1.209848e+000	4.989440e-001
4.037950030122900e-003	1.445027e+000	1.207860e+000	4.992636e-001
4.047715655122900e-003	1.355592e+000	1.205942e+000	4.995160e-001
4.057481280122900e-003	1.262770e+000	1.204083e+000	4.997101e-001
4.067246905122899e-003	1.167443e+000	1.202277e+000	4.998533e-001
4.077012530122899e-003	1.070521e+000	1.200517e+000	4.999515e-001
4.086778155122899e-003	9.729263e-001	1.198799e+000	5.000099e-001
4.096543780122899e-003	8.755899e-001	1.197118e+000	5.000327e-001
4.106309405122899e-003	7.794390e-001	1.195470e+000	5.000235e-001
4.116075030122898e-003	6.853899e-001	1.193853e+000	4.999854e-001
4.125840655122898e-003	5.943388e-001	1.192264e+000	4.999212e-001
4.135606280122898e-003	5.071533e-001	1.190701e+000	4.998331e-001
4.145371905122898e-003	4.246643e-001	1.189160e+000	4.997233e-001
4.155137530122898e-003	3.476577e-001	1.187642e+000	4.995936e-001
4.164903155122897e-003	2.768673e-001	1.186143e+000	4.994455e-001
4.174668780122897e-003	2.129679e-001	1.184663e+000	4.992805e-001
4.184434405122897e-003	1.565681e-001	1.183200e+000	4.990999e-001
4.194200030122897e-003	1.082056e-001	1.181753e+000	4.989048e-001
4.203965655122897e-003	6.834116e-002	1.180321e+000	4.986962e-001
4.213731280122896e-003	3.735463e-002	1.178903e+000	4.984751e-001
4.223496905122896e-003	1.554131e-002	1.177498e+000	4.982424e-001
4.233262530122896e-003	3.109062e-003	1.176106e+000	4.979987e-001
4.243028155122896e-003	1.763527e-004	1.174726e+000	4.977449e-001
4.252793780122896e-003	6.771130e-003	1.173357e+000	4.974815e-001
4.262559405122895e-003	2.283055e-002	1.171999e+000	4.972091e-001
4.272325030122895e-003	4.820158e-002	1.170650e+000	4.969283e-001
4.282090655122895e-003	8.264246e-002	1.169311e+000	4.966396e-001
4.291856280122895e-003	1.258250e-001	1.167981e+000	4.963434e-001
4.301621905122894e-003	1.773377e-001	1.166660e+000	4.960402e-001
4.311387530122894e-003	2.366896e-001	1.165347e+000	4.957303e-001
4.321153155122894e-003	3.033153e-001	1.164042e+000	4.954141e-001
4.330918780122894e-003	3.765799e-001	1.162744e+000	4.950920e-001
4.340684405122894e-003	4.557850e-001	1.161453e+000	4.947643e-001
4.350450030122893e-003	5.401762e-001	1.160170e+000	4.944312e-001
4.360215655122893e-003	6.289490e-001	1.158893e+000	4.940931e-001
4.379746905122893e-003	8.162224e-001	1.156358e+000	4.934028e-001
4.409043780122892e-003	1.107930e+000	1.152599e+000	4.923354e-001
4.438340655122892e-003	1.390440e+000	1.148888e+000	4.912345e-001
4.448106280122891e-003	1.478342e+000	1.147661e+000	4.908609e-001
4.457871905122891e-003	1.561686e+000	1.146438e+000	4.904843e-001
4.467637530122891e-003	1.639677e+000	1.145220e+000	4.901047e-001
4.477403155122891e-003	1.711573e+000	1.144013e+000	4.897224e-001
4.487168780122891e-003	1.776688e+000	1.142872e+000	4.893376e-001
4.496934405122890e-003	1.834402e+000	1.142184e+000	4.889512e-001
4.506700030122890e-003	1.884165e+000	1.143513e+000	4.885680e-001
4.516465655122890e-003	1.925502e+000	1.149980e+000	4.882059e-001
4.526231280122890e-003	1.958020e+000	1.163684e+000	4.879178e-001
4.535996905122889e-003	1.981409e+000	1.182311e+000	4.878207e-001
4.545762530122889e-003	1.995446e+000	1.200518e+000	4.880896e-001
4.555528155122889e-003	1.999998e+000	1.214332e+000	4.888615e-001
4.565090413731025e-003	1.995220e+000	1.222479e+000	4.900875e-001
4.574856038731025e-003	1.980957e+000	1.226030e+000	4.916170e-001
4.584621663731025e-003	1.957346e+000	1.226261e+000	4.931654e-001
4.594387288731025e-003	1.924612e+000	1.224637e+000	4.945567e-001
4.604152913731024e-003	1.883068e+000	1.222266e+000	4.957281e-001
4.613918538731024e-003	1.833109e+000	1.219749e+000	4.966894e-001
4.623684163731024e-003	1.775210e+000	1.217313e+000	4.974739e-001
4.633449788731024e-003	1.709925e+000	1.215002e+000	4.981144e-001
4.643215413731023e-003	1.637875e+000	1.212807e+000	4.986372e-001
4.652981038731023e-003	1.559746e+000	1.210712e+000	4.990621e-001
4.662746663731023e-003	1.476284e+000	1.208700e+000	4.994045e-001
4.672512288731023e-003	1.388282e+000	1.206761e+000	4.996765e-001
4.682277913731023e-003	1.296581e+000	1.204885e+000	4.998876e-001
4.692043538731022e-003	1.202054e+000	1.203063e+000	5.000456e-001
4.701809163731022e-003	1.105601e+000	1.201289e+000	5.001569e-001
4.711574788731022e-003	1.008142e+000	1.199558e+000	5.002270e-001
4.721340413731022e-003	9.106051e-001	1.197866e+000	5.002601e-001
4.731106038731022e-003	8.139204e-001	1.196208e+000	5.002602e-001
4.740871663731021e-003	7.190087e-001	1.194582e+000	5.002306e-001
4.750637288731021e-003	6.267747e-001	1.192984e+000	5.001739e-001
4.760402913731021e-003	5.380973e-001	1.191413e+000	5.000928e-001
4.770168538731021e-003	4.538213e-001	1.189865e+000	4.999893e-001
4.779934163731021e-003	3.747500e-001	1.188340e+000	4.998654e-001
4.789699788731020e-003	3.016368e-001	1.186835e+000	4.997226e-001
4.799465413731020e-003	2.351784e-001	1.185349e+000	4.995624e-001
4.809231038731020e-003	1.760082e-001	1.183880e+000	4.993863e-001
4.818996663731020e-003	1.246898e-001	1.182428e+000	4.991953e-001
4.828762288731020e-003	8.171251e-002	1.180991e+000	4.989906e-001
4.838527913731019e-003	4.748569e-002	1.179569e+000	4.987731e-001
4.848293538731019e-003	2.233554e-002	1.178160e+000	4.985437e-001
4.858059163731019e-003	6.501719e-003	1.176764e+000	4.983031e-001
4.867824788731019e-003	1.351049e-004	1.175380e+000	4.980521e-001
4.877590413731018e-003	3.296370e-003	1.174007e+000	4.977914e-001
4.887356038731018e-003	1.595539e-002	1.172646e+000	4.975215e-001
4.897121663731018e-003	3.799153e-002	1.171294e+000	4.972430e-001
4.906887288731018e-003	6.919482e-002	1.169952e+000	4.969565e-001
4.916652913731018e-003	1.092679e-001	1.168619e+000	4.966624e-001
4.926418538731017e-003	1.578289e-001	1.167295e+000	4.963610e-001
4.936184163731017e-003	2.144151e-001	1.165979e+000	4.960530e-001
4.945949788731017e-003	2.784873e-001	1.164671e+000	4.957385e-001
4.955715413731017e-003	3.494349e-001	1.163371e+000	4.954180e-001
4.965481038731017e-003	4.265818e-001	1.162078e+000	4.950917e-001
4.975246663731016e-003	5.091929e-001	1.160792e+000	4.947601e-001
4.985012288731016e-003	5.964810e-001	1.159513e+000	4.944233e-001
5.004543538731016e-003	7.817245e-001	1.156974e+000	4.937354e-001
5.033840413731015e-003	1.072857e+000	1.153209e+000	4.926711e-001
5.063137288731015e-003	1.357781e+000	1.149492e+000	4.915728e-001
5.072902913731014e-003	1.447123e+000	1.148263e+000	4.911999e-001
5.082668538731014e-003	1.532205e+000	1.147039e+000	4.908240e-001
5.092434163731014e-003	1.612215e+000	1.145819e+000	4.904451e-001
5.102199788731014e-003	1.686391e+000	1.144607e+000	4.900634e-001
5.111965413731013e-003	1.754027e+000	1.143426e+000	4.896791e-001
5.121731038731013e-003	1.814477e+000	1.142478e+000	4.892927e-001
5.131496663731013e-003	1.867166e+000	1.142776e+000	4.889069e-001
5.141262288731013e-003	1.911592e+000	1.146979e+000	4.885331e-001
5.151027913731013e-003	1.947331e+000	1.158038e+000	4.882079e-001
5.160793538731012e-003	1.974043e+000	1.175402e+000	4.880219e-001
5.170559163731012e-003	1.991473e+000	1.194342e+000	4.881338e-001
5.180324788731012e-003	1.999454e+000	1.209980e+000	4.887107e-001
5.190090413731012e-003	1.997913e+000	1.220221e+000	4.897982e-001
5.199856038731012e-003	1.986861e+000	1.225294e+000	4.912488e-001
5.209621663731011e-003	1.966406e+000	1.226492e+000	4.928054e-001
5.219387288731011e-003	1.936742e+000	1.225355e+000	4.942536e-001
5.229152913731011e-003	1.898151e+000	1.223152e+000	4.954941e-001
5.238918538731011e-003	1.851002e+000	1.220650e+000	4.965181e-001
5.248684163731011e-003	1.795743e+000	1.218180e+000	4.973544e-001
5.258449788731010e-003	1.732902e+000	1.215829e+000	4.980371e-001
5.268215413731010e-003	1.663076e+000	1.213600e+000	4.985946e-001
5.277981038731010e-003	1.586932e+000	1.211475e+000	4.990484e-001
5.287746663731010e-003	1.505195e+000	1.209438e+000	4.994153e-001
5.297512288731010e-003	1.418645e+000	1.207477e+000	4.997083e-001
5.307277913731009e-003	1.328104e+000	1.205581e+000	4.999376e-001
5.317043538731009e-003	1.234437e+000	1.203743e+000	5.001115e-001
5.326809163731009e-003	1.138536e+000	1.201954e+000	5.002369e-001
5.336574788731009e-003	1.041315e+000	1.200210e+000	5.003193e-001
5.346340413731008e-003	9.437007e-001	1.198506e+000	5.003635e-001
5.356106038731008e-003	8.466225e-001	1.196838e+000	5.003736e-001
5.365871663731008e-003	7.510059e-001	1.195202e+000	5.003529e-001
5.375637288731008e-003	6.577619e-001	1.193596e+000	5.003044e-001
5.385402913731008e-003	5.677792e-001	1.192016e+000	5.002307e-001
5.395168538731007e-003	4.819152e-001	1.190461e+000	5.001339e-001
5.404934163731007e-003	4.009881e-001	1.188929e+000	5.000161e-001
5.414699788731007e-003	3.257691e-001	1.187417e+000	4.998790e-001
5.424465413731007e-003	2.569750e-001	1.185925e+000	4.997241e-001
5.434231038731007e-003	1.952612e-001	1.184451e+000	4.995528e-001
5.443996663731006e-003	1.412160e-001	1.182994e+000	4.993663e-001
5.453762288731006e-003	9.535423e-002	1.181552e+000	4.991657e-001
5.463527913731006e-003	5.811300e-002	1.180125e+000	4.989520e-001
5.473293538731006e-003	2.984717e-002	1.178712e+000	4.987261e-001
5.483059163731006e-003	1.082608e-002	1.177312e+000	4.984889e-001
5.492824788731005e-003	1.230996e-003	1.175924e+000	4.982410e-001
5.502590413731005e-003	1.153348e-003	1.174548e+000	4.979832e-001
5.512356038731005e-003	1.059388e-002	1.173183e+000	4.977161e-001
5.522121663731005e-003	2.946262e-002	1.171828e+000	4.974401e-001
5.531887288731005e-003	5.757978e-002	1.170483e+000	4.971560e-001
5.541652913731004e-003	9.467741e-002	1.169147e+000	4.968641e-001
5.551418538731004e-003	1.404020e-001	1.167820e+000	4.965649e-001
5.561184163731004e-003	1.943179e-001	1.166501e+000	4.962588e-001
5.570949788731004e-003	2.559112e-001	1.165191e+000	4.959462e-001
5.580715413731003e-003	3.245951e-001	1.163888e+000	4.956274e-001
5.590481038731003e-003	3.997150e-001	1.162593e+000	4.953029e-001
5.600246663731003e-003	4.805552e-001	1.161305e+000	4.949728e-001
5.610012288731003e-003	5.663452e-001	1.160023e+000	4.946375e-001
5.629543538731002e-003	7.494655e-001	1.157480e+000	4.939523e-001
5.658840413731002e-003	1.039726e+000	1.153710e+000	4.928916e-001
5.688137288731001e-003	1.326601e+000	1.149988e+000	4.917963e-001
5.697902913731001e-003	1.417199e+000	1.148757e+000	4.914244e-001
5.707668538731001e-003	1.503822e+000	1.147531e+000	4.910493e-001
5.717434163731001e-003	1.585644e+000	1.146310e+000	4.906712e-001
5.727199788731000e-003	1.661885e+000	1.145094e+000	4.902903e-001
5.736965413731000e-003	1.731818e+000	1.143896e+000	4.899066e-001
5.746731038731000e-003	1.794779e+000	1.142817e+000	4.895206e-001
5.756496663731000e-003	1.850165e+000	1.142479e+000	4.891339e-001
5.766262288731000e-003	1.897450e+000	1.144961e+000	4.887535e-001
5.776027913730999e-003	1.936184e+000	1.153487e+000	4.884047e-001
5.785793538730999e-003	1.965996e+000	1.169064e+000	4.881560e-001
5.795559163730999e-003	1.986603e+000	1.188090e+000	4.881443e-001
5.805324788730999e-003	1.997808e+000	1.205233e+000	4.885462e-001
5.815090413730998e-003	1.999506e+000	1.217369e+000	4.894627e-001
5.824856038730998e-003	1.991679e+000	1.224089e+000	4.908111e-001
5.834621663730998e-003	1.974402e+000	1.226434e+000	4.923552e-001
5.844387288730998e-003	1.947839e+000	1.225930e+000	4.938528e-001
5.854152913730998e-003	1.912245e+000	1.223980e+000	4.951645e-001
5.863918538730997e-003	1.867958e+000	1.221527e+000	4.962569e-001
5.873684163730997e-003	1.815399e+000	1.219030e+000	4.971507e-001
5.883449788730997e-003	1.755071e+000	1.216638e+000	4.978803e-001
5.893215413730997e-003	1.687548e+000	1.214371e+000	4.984761e-001
5.902981038730997e-003	1.613472e+000	1.212213e+000	4.989619e-001
5.912746663730996e-003	1.533551e+000	1.210149e+000	4.993557e-001
5.922512288730996e-003	1.448546e+000	1.208165e+000	4.996716e-001
5.932277913730996e-003	1.359266e+000	1.206249e+000	4.999207e-001
5.942043538730996e-003	1.266563e+000	1.204392e+000	5.001119e-001
5.951809163730996e-003	1.171319e+000	1.202588e+000	5.002525e-001
5.961574788730995e-003	1.074444e+000	1.200830e+000	5.003484e-001
5.971340413730995e-003	9.768583e-001	1.199113e+000	5.004047e-001
5.981106038730995e-003	8.794936e-001	1.197433e+000	5.004255e-001
5.990871663730995e-003	7.832772e-001	1.195787e+000	5.004145e-001
6.000637288730995e-003	6.891260e-001	1.194171e+000	5.003747e-001
6.010402913730994e-003	5.979372e-001	1.192583e+000	5.003090e-001
6.020168538730994e-003	5.105796e-001	1.191020e+000	5.002195e-001
6.029934163730994e-003	4.278859e-001	1.189480e+000	5.001084e-001
6.039699788730994e-003	3.506439e-001	1.187962e+000	4.999773e-001
6.049465413730993e-003	2.795897e-001	1.186464e+000	4.998280e-001
6.059231038730993e-003	2.154005e-001	1.184984e+000	4.996619e-001
6.068996663730993e-003	1.586878e-001	1.183521e+000	4.994802e-001
6.078762288730993e-003	1.099921e-001	1.182075e+000	4.992841e-001
6.088527913730993e-003	6.977747e-002	1.180643e+000	4.990745e-001
6.098293538730992e-003	3.842708e-002	1.179225e+000	4.988526e-001
6.108059163730992e-003	1.623968e-002	1.177821e+000	4.986189e-001
6.117824788730992e-003	3.426695e-003	1.176429e+000	4.983744e-001
6.127590413730992e-003	1.102205e-004	1.175049e+000	4.981197e-001
6.137356038730992e-003	6.321862e-003	1.173680e+000	4.978555e-001
6.147121663730991e-003	2.200243e-002	1.172322e+000	4.975823e-001
6.156887288730991e-003	4.700250e-002	1.170974e+000	4.973008e-001
6.166652913730991e-003	8.108383e-002	1.169635e+000	4.970113e-001
6.176418538730991e-003	1.239217e-001	1.168305e+000	4.967144e-001
6.186184163730991e-003	1.751078e-001	1.166983e+000	4.964105e-001
6.195949788730990e-003	2.341545e-001	1.165670e+000	4.960999e-001
6.205715413730990e-003	3.004991e-001	1.164365e+000	4.957831e-001
6.215481038730990e-003	3.735093e-001	1.163067e+000	4.954604e-001
6.225246663730990e-003	4.524894e-001	1.161777e+000	4.951320e-001
6.235012288730990e-003	5.366868e-001	1.160493e+000	4.947984e-001
6.244777913730989e-003	6.252993e-001	1.159216e+000	4.944597e-001
6.264309163730989e-003	8.123575e-001	1.156681e+000	4.937682e-001
6.293606038730988e-003	1.104019e+000	1.152922e+000	4.926991e-001
6.322902913730988e-003	1.386816e+000	1.149210e+000	4.915966e-001
6.332668538730987e-003	1.474884e+000	1.147983e+000	4.912225e-001
6.342434163730987e-003	1.558427e+000	1.146760e+000	4.908454e-001
6.352199788730987e-003	1.636649e+000	1.145542e+000	4.904653e-001
6.361965413730987e-003	1.708804e+000	1.144334e+000	4.900825e-001
6.371731038730987e-003	1.774204e+000	1.143187e+000	4.896971e-001
6.381496663730986e-003	1.832228e+000	1.142456e+000	4.893101e-001
6.391262288730986e-003	1.882320e+000	1.143631e+000	4.889260e-001
6.401027913730986e-003	1.924005e+000	1.149779e+000	4.885615e-001
6.410793538730986e-003	1.956885e+000	1.163133e+000	4.882668e-001
6.420559163730986e-003	1.980647e+000	1.181600e+000	4.881547e-001
6.430324788730985e-003	1.995064e+000	1.199890e+000	4.883971e-001
6.440090413730985e-003	1.999998e+000	1.213917e+000	4.891337e-001
6.449624849633793e-003	1.995623e+000	1.222263e+000	4.903221e-001
6.459390474633793e-003	1.981766e+000	1.226000e+000	4.918263e-001
6.469156099633793e-003	1.958555e+000	1.226354e+000	4.933610e-001
6.478921724633793e-003	1.926208e+000	1.224794e+000	4.947468e-001
6.488687349633792e-003	1.885036e+000	1.222449e+000	4.959167e-001
6.498452974633792e-003	1.835431e+000	1.219940e+000	4.968776e-001
6.508218599633792e-003	1.777864e+000	1.217505e+000	4.976621e-001
6.517984224633792e-003	1.712885e+000	1.215194e+000	4.983027e-001
6.527749849633792e-003	1.641113e+000	1.212999e+000	4.988254e-001
6.537515474633791e-003	1.563231e+000	1.210904e+000	4.992503e-001
6.547281099633791e-003	1.479982e+000	1.208892e+000	4.995927e-001
6.557046724633791e-003	1.392160e+000	1.206953e+000	4.998645e-001
6.566812349633791e-003	1.300601e+000	1.205076e+000	5.000755e-001
6.576577974633791e-003	1.206177e+000	1.203253e+000	5.002334e-001
6.586343599633790e-003	1.109788e+000	1.201479e+000	5.003446e-001
6.596109224633790e-003	1.012353e+000	1.199748e+000	5.004146e-001
6.605874849633790e-003	9.148006e-001	1.198056e+000	5.004476e-001
6.615640474633790e-003	8.180600e-001	1.196398e+000	5.004475e-001
6.625406099633789e-003	7.230531e-001	1.194771e+000	5.004177e-001
6.635171724633789e-003	6.306853e-001	1.193174e+000	5.003610e-001
6.644937349633789e-003	5.418367e-001	1.191602e+000	5.002797e-001
6.654702974633789e-003	4.573540e-001	1.190054e+000	5.001761e-001
6.664468599633789e-003	3.780423e-001	1.188528e+000	5.000519e-001
6.674234224633788e-003	3.046574e-001	1.187023e+000	4.999090e-001
6.683999849633788e-003	2.378985e-001	1.185537e+000	4.997487e-001
6.693765474633788e-003	1.784017e-001	1.184068e+000	4.995724e-001
6.703531099633788e-003	1.267342e-001	1.182616e+000	4.993813e-001
6.713296724633788e-003	8.338808e-002	1.181179e+000	4.991764e-001
6.723062349633787e-003	4.877653e-002	1.179756e+000	4.989587e-001
6.732827974633787e-003	2.322936e-002	1.178347e+000	4.987291e-001
6.742593599633787e-003	6.990003e-003	1.176951e+000	4.984884e-001
6.752359224633787e-003	2.131997e-004	1.175567e+000	4.982373e-001
6.762124849633787e-003	2.963531e-003	1.174194e+000	4.979764e-001
6.771890474633786e-003	1.521479e-002	1.172832e+000	4.977063e-001
6.781656099633786e-003	3.685023e-002	1.171480e+000	4.974277e-001
6.791421724633786e-003	6.766368e-002	1.170138e+000	4.971410e-001
6.801187349633786e-003	1.073615e-001	1.168805e+000	4.968467e-001
6.810952974633786e-003	1.555655e-001	1.167480e+000	4.965452e-001
6.820718599633785e-003	2.118162e-001	1.166164e+000	4.962369e-001
6.830484224633785e-003	2.755776e-001	1.164856e+000	4.959223e-001
6.840249849633785e-003	3.462422e-001	1.163556e+000	4.956016e-001
6.850015474633785e-003	4.231365e-001	1.162263e+000	4.952752e-001
6.859781099633784e-003	5.055279e-001	1.160977e+000	4.949434e-001
6.869546724633784e-003	5.926312e-001	1.159697e+000	4.946064e-001
6.889077974633784e-003	7.776164e-001	1.157158e+000	4.939182e-001
6.918374849633783e-003	1.068656e+000	1.153392e+000	4.928533e-001
6.947671724633783e-003	1.353845e+000	1.149675e+000	4.917545e-001
6.957437349633782e-003	1.443352e+000	1.148446e+000	4.913815e-001
6.967202974633782e-003	1.528635e+000	1.147222e+000	4.910054e-001
6.976968599633782e-003	1.608880e+000	1.146002e+000	4.906263e-001
6.986734224633782e-003	1.683323e+000	1.144789e+000	4.902444e-001
6.996499849633782e-003	1.751254e+000	1.143605e+000	4.898599e-001
7.006265474633781e-003	1.812027e+000	1.142635e+000	4.894733e-001
7.016031099633781e-003	1.865061e+000	1.142830e+000	4.890871e-001
7.025796724633781e-003	1.909853e+000	1.146775e+000	4.887120e-001
7.035562349633781e-003	1.945974e+000	1.157481e+000	4.883826e-001
7.045327974633781e-003	1.973081e+000	1.174620e+000	4.881863e-001
7.055093599633780e-003	1.990915e+000	1.193588e+000	4.882784e-001
7.064859224633780e-003	1.999307e+000	1.209427e+000	4.888273e-001
7.074624849633780e-003	1.998176e+000	1.219907e+000	4.898866e-001
7.084390474633780e-003	1.987533e+000	1.225185e+000	4.913175e-001
7.094156099633779e-003	1.967480e+000	1.226524e+000	4.928660e-001
7.103921724633779e-003	1.938208e+000	1.225464e+000	4.943145e-001
7.113687349633779e-003	1.899995e+000	1.223291e+000	4.955588e-001
7.123452974633779e-003	1.853206e+000	1.220797e+000	4.965871e-001
7.133218599633779e-003	1.798287e+000	1.218326e+000	4.974272e-001
7.142984224633778e-003	1.735760e+000	1.215973e+000	4.981131e-001
7.152749849633778e-003	1.666223e+000	1.213740e+000	4.986731e-001
7.162515474633778e-003	1.590337e+000	1.211613e+000	4.991290e-001
7.172281099633778e-003	1.508826e+000	1.209574e+000	4.994977e-001
7.182046724633778e-003	1.422466e+000	1.207612e+000	4.997922e-001
7.191812349633777e-003	1.332080e+000	1.205715e+000	5.000228e-001
7.201577974633777e-003	1.238529e+000	1.203875e+000	5.001978e-001
7.211343599633777e-003	1.142706e+000	1.202085e+000	5.003241e-001
7.221109224633777e-003	1.045523e+000	1.200340e+000	5.004074e-001
7.230874849633777e-003	9.479061e-001	1.198635e+000	5.004524e-001
7.240640474633776e-003	8.507856e-001	1.196966e+000	5.004631e-001
7.250406099633776e-003	7.550870e-001	1.195329e+000	5.004430e-001
7.260171724633776e-003	6.617222e-001	1.193722e+000	5.003951e-001
7.269937349633776e-003	5.715809e-001	1.192142e+000	5.003218e-001
7.279702974633776e-003	4.855221e-001	1.190586e+000	5.002254e-001
7.289468599633775e-003	4.043658e-001	1.189053e+000	5.001080e-001
7.299234224633775e-003	3.288854e-001	1.187541e+000	4.999713e-001
7.308999849633775e-003	2.598002e-001	1.186048e+000	4.998167e-001
7.318765474633775e-003	1.977685e-001	1.184574e+000	4.996456e-001
7.328531099633774e-003	1.433813e-001	1.183116e+000	4.994594e-001
7.338296724633774e-003	9.715707e-002	1.181674e+000	4.992590e-001
7.348062349633774e-003	5.953614e-002	1.180247e+000	4.990456e-001
7.357827974633774e-003	3.087705e-002	1.178833e+000	4.988199e-001
7.367593599633774e-003	1.145289e-002	1.177433e+000	4.985828e-001
7.377359224633773e-003	1.448760e-003	1.176045e+000	4.983351e-001
7.387124849633773e-003	9.599924e-004	1.174668e+000	4.980774e-001
7.396890474633773e-003	9.991243e-003	1.173302e+000	4.978104e-001
7.406656099633773e-003	2.845645e-002	1.171947e+000	4.975345e-001
7.416421724633773e-003	5.617966e-002	1.170601e+000	4.972505e-001
7.426187349633772e-003	9.289669e-002	1.169265e+000	4.969587e-001
7.435952974633772e-003	1.382577e-001	1.167938e+000	4.966595e-001
7.445718599633772e-003	1.918303e-001	1.166619e+000	4.963535e-001
7.455484224633772e-003	2.531042e-001	1.165309e+000	4.960410e-001
7.465249849633772e-003	3.214953e-001	1.164006e+000	4.957223e-001
7.475015474633771e-003	3.963520e-001	1.162710e+000	4.953978e-001
7.484781099633771e-003	4.769610e-001	1.161422e+000	4.950677e-001
7.494546724633771e-003	5.625541e-001	1.160140e+000	4.947325e-001
7.504312349633771e-003	6.523157e-001	1.158865e+000	4.943923e-001
7.523843599633770e-003	8.408914e-001	1.156334e+000	4.936979e-001
7.553140474633770e-003	1.132788e+000	1.152579e+000	4.926251e-001
7.582437349633769e-003	1.413368e+000	1.148872e+000	4.915195e-001
7.592202974633769e-003	1.500180e+000	1.147646e+000	4.911444e-001
7.601968599633769e-003	1.582225e+000	1.146425e+000	4.907663e-001
7.611734224633768e-003	1.658722e+000	1.145209e+000	4.903853e-001
7.621499849633768e-003	1.728942e+000	1.144008e+000	4.900016e-001
7.631265474633768e-003	1.792215e+000	1.142918e+000	4.896156e-001
7.641031099633768e-003	1.847940e+000	1.142517e+000	4.892286e-001
7.650796724633768e-003	1.895585e+000	1.144804e+000	4.888475e-001
7.660562349633767e-003	1.934695e+000	1.153005e+000	4.884961e-001
7.670327974633767e-003	1.964898e+000	1.168305e+000	4.882402e-001
7.680093599633767e-003	1.985907e+000	1.187286e+000	4.882135e-001
7.689859224633767e-003	1.997521e+000	1.204592e+000	4.885920e-001
7.699624849633767e-003	1.999629e+000	1.216968e+000	4.894832e-001
7.709390474633766e-003	1.992212e+000	1.223908e+000	4.908129e-001
7.719156099633766e-003	1.975340e+000	1.226413e+000	4.923498e-001
7.728921724633766e-003	1.949173e+000	1.226004e+000	4.938494e-001
7.738687349633766e-003	1.913962e+000	1.224095e+000	4.951674e-001
7.748452974633766e-003	1.870041e+000	1.221653e+000	4.962667e-001
7.758218599633765e-003	1.817830e+000	1.219155e+000	4.971666e-001
7.767984224633765e-003	1.757826e+000	1.216759e+000	4.979011e-001
7.777749849633765e-003	1.690600e+000	1.214488e+000	4.985009e-001
7.787515474633765e-003	1.616793e+000	1.212327e+000	4.989900e-001
7.797281099633764e-003	1.537108e+000	1.210260e+000	4.993866e-001
7.807046724633764e-003	1.452306e+000	1.208273e+000	4.997049e-001
7.816812349633764e-003	1.363193e+000	1.206355e+000	4.999561e-001
7.826577974633764e-003	1.270620e+000	1.204496e+000	5.001491e-001
7.836343599633764e-003	1.175467e+000	1.202690e+000	5.002912e-001
7.846109224633763e-003	1.078643e+000	1.200931e+000	5.003885e-001
7.855874849633763e-003	9.810690e-001	1.199213e+000	5.004460e-001
7.865640474633763e-003	8.836755e-001	1.197532e+000	5.004678e-001
7.875406099633763e-003	7.873906e-001	1.195884e+000	5.004578e-001
7.885171724633763e-003	6.931316e-001	1.194267e+000	5.004190e-001
7.894937349633762e-003	6.017969e-001	1.192678e+000	5.003540e-001
7.904702974633762e-003	5.142567e-001	1.191114e+000	5.002652e-001
7.914468599633762e-003	4.313451e-001	1.189574e+000	5.001547e-001
7.924234224633762e-003	3.538525e-001	1.188055e+000	5.000243e-001
7.933999849633762e-003	2.825170e-001	1.186556e+000	4.998756e-001
7.943765474633761e-003	2.180186e-001	1.185076e+000	4.997100e-001
7.953531099633761e-003	1.609718e-001	1.183612e+000	4.995287e-001
7.963296724633761e-003	1.119202e-001	1.182165e+000	4.993330e-001
7.973062349633761e-003	7.133134e-002	1.180733e+000	4.991239e-001
7.982827974633761e-003	3.959189e-002	1.179315e+000	4.989022e-001
7.992593599633760e-003	1.700433e-002	1.177910e+000	4.986689e-001
8.002359224633760e-003	3.783888e-003	1.176518e+000	4.984247e-001
8.012124849633760e-003	5.655990e-005	1.175137e+000	4.981703e-001
8.021890474633760e-003	5.857859e-003	1.173768e+000	4.979064e-001
